#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
O00422	Q9UMX1	1	Hedgehog	10	physical	SAP18	SUFU
P34741	Q15465	1	Hedgehog	10	physical	SDC2	SHH
Q15465	Q9BWV1	1	Hedgehog	10	physical	SHH	BOC
Q15465	Q4KMG0	1	Hedgehog	10	physical	SHH	CDON
Q15465	P54826	1	Hedgehog	10	physical	SHH	GAS1
Q15465	Q96QV1	1	Hedgehog	10	physical	SHH	HHIP
Q15465	Q13635	1	Hedgehog	10	physical	SHH	PTCH1
Q15465	Q9Y6C5	1	Hedgehog	10	physical	SHH	PTCH2
Q15465	P34741	1	Hedgehog	10	physical	SHH	SDC2
Q15465	Q99835	1	Hedgehog	10	physical	SHH	SMO
Q96ST3	P08151	1	Hedgehog	10	physical	SIN3A	GLI1
Q96ST3	O00422	1	Hedgehog	10	physical	SIN3A	SAP18
Q96ST3	Q9UMX1	1	Hedgehog	10	physical	SIN3A	SUFU
P12755	P10070	1	Hedgehog	10	physical	SKI	GLI2
P12755	P10071	1	Hedgehog	10	physical	SKI	GLI3
Q15797	P10070	1	Hedgehog	10	physical	SMAD1	GLI2
Q15797	Q9Y466	1	Hedgehog	10	physical	SMAD1	NR2E1
Q99835	P32121	1	Hedgehog	10	physical	SMO	ARRB2
Q99835	Q13635	1	Hedgehog	10	physical	SMO	PTCH1
Q99835	Q9Y6C5	1	Hedgehog	10	physical	SMO	PTCH2
Q99835	Q15465	1	Hedgehog	10	physical	SMO	SHH
Q9NRP7	P08151	1	Hedgehog	10	physical	STK36	GLI1
Q9NRP7	P10070	1	Hedgehog	10	physical	STK36	GLI2
Q9NRP7	P10071	1	Hedgehog	10	physical	STK36	GLI3
Q9NRP7	Q9UMX1	1	Hedgehog	10	physical	STK36	SUFU
Q9UMX1	P08151	1	Hedgehog	10	physical	SUFU	GLI1
Q9UMX1	P10070	1	Hedgehog	10	physical	SUFU	GLI2
Q9UMX1	P10071	1	Hedgehog	10	physical	SUFU	GLI3
Q9UMX1	O00422	1	Hedgehog	10	physical	SUFU	SAP18
Q9UMX1	Q96ST3	1	Hedgehog	10	physical	SUFU	SIN3A
Q9UMX1	Q9NRP7	1	Hedgehog	10	physical	SUFU	STK36
P62258	P08151	1	Hedgehog	10	physical	YWHAE	GLI1
P62258	P10070	1	Hedgehog	10	physical	YWHAE	GLI2
P62258	P10071	1	Hedgehog	10	physical	YWHAE	GLI3
